2025-08-09 14:03:21 root         INFO     Starting GetRecords Consumer
2025-08-09 14:03:21 botocore.credentials INFO     Found credentials in shared credentials file: /home/coder/.aws/credentials
2025-08-09 14:06:43 root         INFO     Read Order {'session_id': 'a1', 'customer_number': 100, 'city': 'Washington', 'country': 'USA', 'credit_limit': 1000, 'browse_history': [{'product_code': 'Product1', 'quantity': 2, 'in_shopping_cart': True}, {'product_code': 'Product2', 'quantity': 1, 'in_shopping_cart': False}]} from Shard shardId-000000000002 at position 49665972272078465906324667707902019814688124453768921122
2025-08-09 14:08:42 root         INFO     Read Order {'session_id': 'a1', 'customer_number': 100, 'city': 'Washington', 'country': 'USA', 'credit_limit': 1000, 'browse_history': [{'product_code': 'Product2', 'quantity': 2, 'in_shopping_cart': True}, {'product_code': 'Product2', 'quantity': 1, 'in_shopping_cart': False}]} from Shard shardId-000000000002 at position 49665972272078465906324667707906855517966591148085477410
2025-08-09 14:12:07 root         INFO     Read Order {'session_id': 'a1', 'customer_number': 100, 'city': 'Washington', 'country': 'USA', 'credit_limit': 1000, 'browse_history': [{'product_code': 'Product1', 'quantity': 2, 'in_shopping_cart': True}, {'product_code': 'Product2', 'quantity': 1, 'in_shopping_cart': False}]} from Shard shardId-000000000002 at position 49665972272078465906324667707911691221245063752277032994
2025-08-09 15:50:00 root         ERROR    {'message': 'Failed fetching records', 'error': 'An error occurred (ResourceNotFoundException) when calling the GetRecords operation: Shard shardId-000000000000 in stream de-c2w2lab1-kinesis-data-stream-cli under account 157979867852 does not exist'}
2025-08-09 15:50:00 root         ERROR    {'message': 'Failed fetching records', 'error': 'An error occurred (AccessDeniedException) when calling the GetRecords operation: User: arn:aws:sts::157979867852:assumed-role/voclabs/user4279552=gmyichlabgqk is not authorized to perform: kinesis:GetRecords on resource: arn:aws:kinesis:us-east-1:157979867852:stream/de-c2w2lab1-kinesis-data-stream-cli with an explicit deny in an identity-based policy'}
2025-08-09 15:50:01 root         ERROR    {'message': 'Failed fetching records', 'error': 'An error occurred (AccessDeniedException) when calling the GetRecords operation: User: arn:aws:sts::157979867852:assumed-role/voclabs/user4279552=gmyichlabgqk is not authorized to perform: kinesis:GetRecords on resource: arn:aws:kinesis:us-east-1:157979867852:stream/de-c2w2lab1-kinesis-data-stream-cli with an explicit deny in an identity-based policy'}
2025-08-09 15:50:01 root         ERROR    {'message': 'Failed fetching records', 'error': 'An error occurred (AccessDeniedException) when calling the GetRecords operation: User: arn:aws:sts::157979867852:assumed-role/voclabs/user4279552=gmyichlabgqk is not authorized to perform: kinesis:GetRecords on resource: arn:aws:kinesis:us-east-1:157979867852:stream/de-c2w2lab1-kinesis-data-stream-cli with an explicit deny in an identity-based policy'}
2025-08-09 15:50:02 root         ERROR    {'message': 'Failed fetching records', 'error': 'An error occurred (AccessDeniedException) when calling the GetRecords operation: User: arn:aws:sts::157979867852:assumed-role/voclabs/user4279552=gmyichlabgqk is not authorized to perform: kinesis:GetRecords on resource: arn:aws:kinesis:us-east-1:157979867852:stream/de-c2w2lab1-kinesis-data-stream-cli with an explicit deny in an identity-based policy'}
2025-08-09 15:50:02 root         ERROR    {'message': 'Failed fetching records', 'error': 'An error occurred (AccessDeniedException) when calling the GetRecords operation: User: arn:aws:sts::157979867852:assumed-role/voclabs/user4279552=gmyichlabgqk is not authorized to perform: kinesis:GetRecords on resource: arn:aws:kinesis:us-east-1:157979867852:stream/de-c2w2lab1-kinesis-data-stream-cli with an explicit deny in an identity-based policy'}
